current_pm25,current_voc,current_co2,current_temperature,current_humidity,rolling_mean_pm25,rolling_mean_voc,rolling_mean_co2,rolling_max_pm25,rolling_max_voc,rolling_max_co2,rolling_std_pm25,rolling_std_voc,rolling_std_co2,slope_pm25,slope_voc,slope_co2,abnormal_duration,neighbor_diff,data_age,sample_interval,valid_flag,hour,time_period,timestamp,episode_id,scenario_id,step_index,current_risk,risk_confidence,purifiable_fraction,future_risk,region_A,region_B,region_C,region_D,region_id,split
16.76488873573496,104.96765319080478,523.9585158976809,22.928264504663392,56.4321381228423,16.76488873573496,104.96765319080478,523.9585158976809,16.76488873573496,104.96765319080478,523.9585158976809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,9,1,2026-08-01T09:00:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,0,5.019443062273229,1.0,0.07784144072979052,4.0030051702579605,1,0,0,0,A,val
16.36931971252305,97.47975257472052,511.239761325546,22.994324945337567,56.10778522687551,16.567104224129004,101.22370288276265,517.5991386116134,16.76488873573496,104.96765319080478,523.9585158976809,0.19778451160595445,3.7439503080421304,6.359377286067428,-0.3955690232119075,-7.487900616084277,-12.718754572134921,0.0,6.412329795103146,0.0,30.0,1,9,1,2026-08-01T09:00:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,1,4.57402527504471,1.0,0.07206594029193569,4.563924317483777,1,0,0,0,A,val
14.151381746219196,93.91144800955983,506.5255211252479,22.75501691968332,56.44503016513289,15.761863398159067,98.78628459169505,513.9079327828249,16.76488873573496,104.96765319080478,523.9585158976809,1.1501759507302767,4.6072542572181066,7.362820151635606,-1.3067534947578796,-5.528102590622457,-8.716497386216458,0.0,4.5562014647478435,0.0,30.0,1,9,1,2026-08-01T09:01:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,2,3.9330525221576216,1.0,0.06119593787023029,3.469480049073497,1,0,0,0,A,val
16.87981436800885,110.2824302824774,533.3097637970683,22.71140041545356,55.73189311491374,16.041351140621515,101.66032101439063,518.7583905363857,16.87981436800885,110.2824302824774,533.3097637970683,1.1074830620776936,6.379682587710252,10.546997757477433,-0.18731610694822093,1.237602670985703,2.3339503497863445,0.0,7.268686514668287,0.0,30.0,1,9,1,2026-08-01T09:01:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,3,5.504712724030523,1.0,0.08127741843022275,4.721740983648633,1,0,0,0,A,val
13.39274267732095,97.0147955735782,535.5467671827013,23.054673627935635,56.2290133110269,15.511629447961402,100.73121592622815,522.1160658656488,16.87981436800885,110.2824302824774,535.5467671827013,1.4503914205930648,6.001101981748385,11.579605512449703,-0.6233797461342238,-0.3103037526696333,4.524650504156264,0.0,3.295414072389452,0.0,30.0,1,9,1,2026-08-01T09:02:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,4,4.343841120983115,1.0,0.059899256230487585,4.722956239768901,1,0,0,0,A,val
16.492520408246065,102.87744077084268,531.4678288154711,22.85787734577576,56.42392299736216,15.675111274675514,101.08892006699723,523.6746930239525,16.87981436800885,110.2824302824774,535.5467671827013,1.3735577645069097,5.536314847538064,11.13040788169833,-0.21608971775031716,0.12928711913371305,3.921480709492524,0.0,8.093824607119004,0.0,30.0,1,9,1,2026-08-01T09:02:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,5,5.153335113096838,1.0,0.07558144846465616,3.4286308838955692,1,0,0,0,A,val
15.705670934894876,96.9237420333302,497.4502521583142,22.8952273413286,56.979929242659104,15.679476940421138,100.49389463361624,519.9283443288613,16.87981436800885,110.2824302824774,535.5467671827013,1.2717123481013544,5.3288301280323,13.79850549141732,-0.13178182428473062,-0.3654646255771779,-0.35883607788558275,0.0,5.053233862864049,0.0,30.0,1,9,1,2026-08-01T09:03:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,6,4.287139882814942,1.0,0.0690999792782444,4.013487328104822,1,0,0,0,A,val
15.673741782024557,101.51111467108348,499.59547007528886,22.72805667813548,56.88093238008297,15.678760045621564,100.62104713829964,517.3867350471648,16.87981436800885,110.2824302824774,535.5467671827013,1.1895794873993724,4.996003506091393,14.553946329354543,-0.08833247938953481,-0.15887474726251596,-1.9336302397213856,0.0,5.1590907719597325,0.0,30.0,1,9,1,2026-08-01T09:03:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,7,4.449433884269196,1.0,0.07154119134390498,4.052908351475137,1,0,0,0,A,val
13.615651205978814,87.66698526975527,529.4369390812342,22.6706483813616,56.61413920518695,15.449525730105702,99.1817069306836,518.725646606506,16.87981436800885,110.2824302824774,535.5467671827013,1.2954740700802523,6.225778175883391,14.234590459124284,-0.19937332488219045,-0.974816447653385,-0.5501942322003618,0.0,4.041195698311602,0.0,30.0,1,9,1,2026-08-01T09:04:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,8,3.8196257374259663,1.0,0.05555611657497821,4.2164286093066945,1,0,0,0,A,val
11.677078252330968,92.91334640272676,532.245459360692,22.67575464942108,56.37795910060543,15.072280982328229,98.55487087788792,520.0776278819245,16.87981436800885,110.2824302824774,535.5467671827013,1.6707034916933856,6.1984347572218255,14.100066996537143,-0.3507686441565788,-1.0508679907273828,0.33730307226441597,0.0,1.6704645125963022,0.0,30.0,1,9,1,2026-08-01T09:04:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,9,3.611046966881399,1.0,0.050739786994850856,3.6513549872967075,1,0,0,0,A,val
13.077922888371493,99.03628999586894,520.2098860023683,23.066906942171865,57.34715774808825,14.890975701059434,98.59863625224983,520.0896513474194,16.87981436800885,110.2824302824774,535.5467671827013,1.692990310967279,5.911595917997949,13.443940152546713,-0.353729123751831,-0.7662683058645743,0.25898903694575826,0.0,1.3254170862437142,0.0,30.0,1,9,1,2026-08-01T09:05:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,10,4.0030051702579605,1.0,0.05977201395117258,4.116487324704308,1,0,0,0,A,val
17.564328666792587,85.96809763967848,521.6648964963647,23.00255887825812,56.1686510653982,15.11375511487053,97.54609136786888,520.2209217764981,17.564328666792587,110.2824302824774,535.5467671827013,1.781376485476376,6.649893019907713,12.878953791782754,-0.1692780580501335,-1.0752271049947262,0.25980868799464674,0.0,7.904796251048371,0.0,30.0,1,9,1,2026-08-01T09:05:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,11,4.563924317483777,1.0,0.07039944934539029,3.3727838387683997,1,0,0,0,A,val
12.64319566902983,90.47684752478288,503.8977064547711,22.44570688494393,56.26564397239345,14.923712080575093,97.00230337993919,518.965289828673,17.564328666792587,110.2824302824774,535.5467671827013,1.8337388782744035,6.66092488808944,13.115935161359372,-0.21445120316600694,-1.0778732916085807,-0.333992579929255,0.0,3.1528110919625103,0.0,30.0,1,9,1,2026-08-01T09:06:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,12,3.469480049073497,1.0,0.05323981728999773,4.348447935027915,1,0,0,0,A,val
16.578278551346415,97.546173798343,522.3279567194123,22.77424378654516,56.064969785274194,14.909357451006743,96.43142034974981,518.8398621995752,17.564328666792587,110.2824302824774,535.5467671827013,1.8199483840664759,6.259731903330776,13.075318857446948,-0.08909056904102351,-0.7535838894850526,-0.031088273184803596,0.0,7.479168848115883,0.0,30.0,1,9,1,2026-08-01T09:06:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,13,4.721740983648633,1.0,0.07293897153245774,4.001076007112162,1,0,0,0,A,val
16.664990402536798,93.98679334759638,531.693761554243,22.83547370917022,55.86759322130679,14.93210135023857,96.16273117843258,520.413246832552,17.564328666792587,110.2824302824774,535.5467671827013,1.8397907514741394,6.283885654385336,13.294911425609913,0.02493983502378151,-0.7938555182659623,0.1003550785174041,0.0,3.834666180988524,0.0,30.0,1,9,1,2026-08-01T09:07:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,14,4.722956239768901,1.0,0.07129256588480115,4.4521460586623895,1,0,0,0,A,val
11.0373155744918,93.3356169905496,527.6600891079722,22.72778241268784,56.20650864637863,14.692557798567233,96.11843648466257,522.0389828312232,17.564328666792587,110.2824302824774,535.5467671827013,2.108894511489394,6.301603204998995,12.779488605544648,-0.13348737312246206,-0.9736448990868818,-0.19488132971672156,0.0,0.23113188185011246,0.0,30.0,1,9,1,2026-08-01T09:07:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,15,3.4286308838955692,1.0,0.04841720781267497,4.478032277481013,1,0,0,0,A,val
13.826357673256648,91.3919153865806,529.7951719922411,22.88976042963057,56.15475734308455,14.457676514355523,94.66531995420897,521.7686296154673,17.564328666792587,102.87744077084268,535.5467671827013,2.0203899150420197,4.88721881201258,12.573712085064074,-0.07791816853879148,-0.5846952837230822,0.49430878966252373,0.0,1.7170328093117764,0.0,30.0,1,9,1,2026-08-01T09:08:00,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,16,4.013487328104822,1.0,0.058484903309511733,4.660390956994431,1,0,0,0,A,val
13.295689921751077,93.5076060471338,534.3659125961651,22.803859870332165,56.15240280135272,14.450210917773225,94.39553614448248,521.6777946472722,17.564328666792587,102.87744077084268,534.3659125961651,2.024486345525633,4.8467108844524915,12.477747157240998,-0.15718441257653198,-0.5324972293652027,1.4395322009527713,0.0,1.8032427536734161,0.0,30.0,1,9,1,2026-08-01T09:08:30,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,17,4.052908351475137,1.0,0.057547019073399236,4.074750992382673,1,0,0,0,A,val
