id,timestamp,event_key,payload_json,decision_id,task_id,region_id,current_risk,predicted_risk,trend,abnormal_duration,waiting_time,data_age,distance,estimated_move_time,estimated_energy,battery_soc,switch_cost,scene_weight,reachable,task_score,valid_flag,safety_result,selected,policy,rank_position
25,2026-09-09T07:14:49.819911+00:00,demo_decision_001,"{""decision_id"": ""demo_decision_001"", ""region_id"": ""A"", ""current_risk"": 25.44563955544662, ""predicted_risk"": 33.77291488647461, ""trend"": ""RISING"", ""abnormal_duration"": 150.0, ""waiting_time"": 90.0, ""data_age"": 0.0, ""distance"": 0.0, ""estimated_move_time"": 0.0, ""estimated_energy"": 0.0, ""battery_soc"": 76.94999999999996, ""switch_cost"": 0.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": 3.3121438026428223, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_001"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 1, ""policy"": ""ranker"", ""rank_position"": 1}",demo_decision_001,task_001,A,25.44563955544662,33.77291488647461,RISING,150.0,90.0,0.0,0.0,0.0,0.0,76.94999999999996,0.0,1.0,1,3.3121438026428223,1,constraints_passed,1,ranker,1
26,2026-09-09T07:14:49.820403+00:00,demo_decision_001,"{""decision_id"": ""demo_decision_001"", ""region_id"": ""D"", ""current_risk"": 10.421928427165842, ""predicted_risk"": 19.783557891845703, ""trend"": ""RISING"", ""abnormal_duration"": 30.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 5.656854249492381, ""estimated_move_time"": 12.570787221094179, ""estimated_energy"": 0.9302382543609693, ""battery_soc"": 76.94999999999996, ""switch_cost"": 0.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": 0.20486882328987122, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_001"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 2}",demo_decision_001,task_001,D,10.421928427165842,19.783557891845703,RISING,30.0,0.0,0.0,5.656854249492381,12.570787221094179,0.9302382543609693,76.94999999999996,0.0,1.0,1,0.20486882328987122,1,constraints_passed,0,ranker,2
27,2026-09-09T07:14:49.820870+00:00,demo_decision_001,"{""decision_id"": ""demo_decision_001"", ""region_id"": ""B"", ""current_risk"": 8.829917056486266, ""predicted_risk"": 11.868383407592773, ""trend"": ""RISING"", ""abnormal_duration"": 0.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 4.0, ""estimated_move_time"": 8.88888888888889, ""estimated_energy"": 0.6577777777777778, ""battery_soc"": 76.94999999999996, ""switch_cost"": 0.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": -1.723940134048462, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_001"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 3}",demo_decision_001,task_001,B,8.829917056486266,11.868383407592773,RISING,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,76.94999999999996,0.0,1.0,1,-1.723940134048462,1,constraints_passed,0,ranker,3
28,2026-09-09T07:14:49.821130+00:00,demo_decision_001,"{""decision_id"": ""demo_decision_001"", ""region_id"": ""C"", ""current_risk"": 5.46005222980753, ""predicted_risk"": 6.7088398933410645, ""trend"": ""STABLE"", ""abnormal_duration"": 0.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 4.0, ""estimated_move_time"": 8.88888888888889, ""estimated_energy"": 0.6577777777777778, ""battery_soc"": 76.94999999999996, ""switch_cost"": 0.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": -2.344541311264038, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_001"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 4}",demo_decision_001,task_001,C,5.46005222980753,6.7088398933410645,STABLE,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,76.94999999999996,0.0,1.0,1,-2.344541311264038,1,constraints_passed,0,ranker,4
29,2026-09-09T07:14:49.880042+00:00,demo_decision_002,"{""decision_id"": ""demo_decision_002"", ""region_id"": ""A"", ""current_risk"": 31.303408166102507, ""predicted_risk"": 30.244813919067383, ""trend"": ""STABLE"", ""abnormal_duration"": 480.0, ""waiting_time"": 240.0, ""data_age"": 0.0, ""distance"": 0.0, ""estimated_move_time"": 0.0, ""estimated_energy"": 0.0, ""battery_soc"": 75.41999999999994, ""switch_cost"": 0.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": 3.608983278274536, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_002"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 1, ""policy"": ""ranker"", ""rank_position"": 1}",demo_decision_002,task_002,A,31.303408166102507,30.244813919067383,STABLE,480.0,240.0,0.0,0.0,0.0,0.0,75.41999999999994,0.0,1.0,1,3.608983278274536,1,constraints_passed,1,ranker,1
30,2026-09-09T07:14:49.880383+00:00,demo_decision_002,"{""decision_id"": ""demo_decision_002"", ""region_id"": ""D"", ""current_risk"": 19.158159995410312, ""predicted_risk"": 24.128429412841797, ""trend"": ""RISING"", ""abnormal_duration"": 360.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 5.656854249492381, ""estimated_move_time"": 12.570787221094179, ""estimated_energy"": 0.9302382543609693, ""battery_soc"": 75.41999999999994, ""switch_cost"": 1.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": -0.10257492959499359, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_002"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 2}",demo_decision_002,task_002,D,19.158159995410312,24.128429412841797,RISING,360.0,0.0,0.0,5.656854249492381,12.570787221094179,0.9302382543609693,75.41999999999994,1.0,1.0,1,-0.10257492959499359,1,constraints_passed,0,ranker,2
31,2026-09-09T07:14:49.880734+00:00,demo_decision_002,"{""decision_id"": ""demo_decision_002"", ""region_id"": ""B"", ""current_risk"": 12.957919094223685, ""predicted_risk"": 13.469642639160156, ""trend"": ""STABLE"", ""abnormal_duration"": 0.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 4.0, ""estimated_move_time"": 8.88888888888889, ""estimated_energy"": 0.6577777777777778, ""battery_soc"": 75.41999999999994, ""switch_cost"": 1.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": -1.7925268411636353, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_002"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 3}",demo_decision_002,task_002,B,12.957919094223685,13.469642639160156,STABLE,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,75.41999999999994,1.0,1.0,1,-1.7925268411636353,1,constraints_passed,0,ranker,3
32,2026-09-09T07:14:49.881060+00:00,demo_decision_002,"{""decision_id"": ""demo_decision_002"", ""region_id"": ""C"", ""current_risk"": 6.128803174986943, ""predicted_risk"": 7.072216033935547, ""trend"": ""STABLE"", ""abnormal_duration"": 0.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 4.0, ""estimated_move_time"": 8.88888888888889, ""estimated_energy"": 0.6577777777777778, ""battery_soc"": 75.41999999999994, ""switch_cost"": 1.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": -2.406712770462036, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_002"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 4}",demo_decision_002,task_002,C,6.128803174986943,7.072216033935547,STABLE,0.0,0.0,0.0,4.0,8.88888888888889,0.6577777777777778,75.41999999999994,1.0,1.0,1,-2.406712770462036,1,constraints_passed,0,ranker,4
33,2026-09-09T07:14:49.936278+00:00,demo_decision_003,"{""decision_id"": ""demo_decision_003"", ""region_id"": ""A"", ""current_risk"": 20.90852079287097, ""predicted_risk"": 25.99026107788086, ""trend"": ""RISING"", ""abnormal_duration"": 150.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 0.0, ""estimated_move_time"": 0.0, ""estimated_energy"": 0.0, ""battery_soc"": 73.88999999999993, ""switch_cost"": 0.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": 2.905404806137085, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_003"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 1, ""policy"": ""ranker"", ""rank_position"": 1}",demo_decision_003,task_003,A,20.90852079287097,25.99026107788086,RISING,150.0,0.0,0.0,0.0,0.0,0.0,73.88999999999993,0.0,1.0,1,2.905404806137085,1,constraints_passed,1,ranker,1
34,2026-09-09T07:14:49.936619+00:00,demo_decision_003,"{""decision_id"": ""demo_decision_003"", ""region_id"": ""D"", ""current_risk"": 23.806558166114073, ""predicted_risk"": 24.44564437866211, ""trend"": ""STABLE"", ""abnormal_duration"": 690.0, ""waiting_time"": 0.0, ""data_age"": 0.0, ""distance"": 5.656854249492381, ""estimated_move_time"": 12.570787221094179, ""estimated_energy"": 0.9302382543609693, ""battery_soc"": 73.88999999999993, ""switch_cost"": 1.0, ""scene_weight"": 1.0, ""reachable"": true, ""task_score"": 0.5040653347969055, ""ground_truth_utility"": 0.0, ""relevance_grade"": 0, ""task_id"": ""task_003"", ""valid_flag"": 1, ""safety_result"": ""constraints_passed"", ""selected"": 0, ""policy"": ""ranker"", ""rank_position"": 2}",demo_decision_003,task_003,D,23.806558166114073,24.44564437866211,STABLE,690.0,0.0,0.0,5.656854249492381,12.570787221094179,0.9302382543609693,73.88999999999993,1.0,1.0,1,0.5040653347969055,1,constraints_passed,0,ranker,2
