id,timestamp,event_key,payload_json,region_id,pose_x,pose_y,pose_yaw,pm25,voc,co2,temperature,humidity,fan_level,battery_soc,task_id,decision_id,robot_state,valid_flag,quality_code,source_type,episode_id,scenario_id
265,2026-08-01T09:17:00,A,"{""timestamp"": ""2026-08-01T09:17:00"", ""region_id"": ""A"", ""pose_x"": 0.0, ""pose_y"": 0.0, ""pose_yaw"": 0.0, ""pm25"": 91.73364562505192, ""voc"": 105.97077988030831, ""co2"": 558.4524253100376, ""temperature"": 23.363346852951736, ""humidity"": 46.65764995491871, ""fan_level"": 0, ""battery_soc"": 76.97999999999996, ""task_id"": """", ""decision_id"": """", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",A,0.0,0.0,0.0,91.73364562505192,105.97077988030831,558.4524253100376,23.363346852951736,46.65764995491871,0,76.97999999999996,,,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
266,2026-08-01T09:17:00,B,"{""timestamp"": ""2026-08-01T09:17:00"", ""region_id"": ""B"", ""pose_x"": 4.0, ""pose_y"": 0.0, ""pose_yaw"": 0.0, ""pm25"": 12.491805729679271, ""voc"": 198.78283250743513, ""co2"": 661.712157597754, ""temperature"": 23.08092215944654, ""humidity"": 58.85112004379469, ""fan_level"": 0, ""battery_soc"": 76.97999999999996, ""task_id"": """", ""decision_id"": """", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",B,4.0,0.0,0.0,12.491805729679271,198.78283250743513,661.712157597754,23.08092215944654,58.85112004379469,0,76.97999999999996,,,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
267,2026-08-01T09:17:00,C,"{""timestamp"": ""2026-08-01T09:17:00"", ""region_id"": ""C"", ""pose_x"": 0.0, ""pose_y"": 4.0, ""pose_yaw"": 0.0, ""pm25"": 15.346146333427349, ""voc"": 116.32167381563075, ""co2"": 553.9678905987635, ""temperature"": 23.947872563746362, ""humidity"": 48.83959841729743, ""fan_level"": 0, ""battery_soc"": 76.97999999999996, ""task_id"": """", ""decision_id"": """", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",C,0.0,4.0,0.0,15.346146333427349,116.32167381563075,553.9678905987635,23.947872563746362,48.83959841729743,0,76.97999999999996,,,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
268,2026-08-01T09:17:00,D,"{""timestamp"": ""2026-08-01T09:17:00"", ""region_id"": ""D"", ""pose_x"": 4.0, ""pose_y"": 4.0, ""pose_yaw"": 0.0, ""pm25"": 11.929023121667868, ""voc"": 111.48343442915373, ""co2"": 1064.1721155703126, ""temperature"": 24.182622093955274, ""humidity"": 53.70675557620481, ""fan_level"": 0, ""battery_soc"": 76.97999999999996, ""task_id"": """", ""decision_id"": """", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",D,4.0,4.0,0.0,11.929023121667868,111.48343442915373,1064.1721155703126,24.182622093955274,53.70675557620481,0,76.97999999999996,,,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
269,2026-08-01T09:17:30,A,"{""timestamp"": ""2026-08-01T09:17:30"", ""region_id"": ""A"", ""pose_x"": 0.0, ""pose_y"": 0.0, ""pose_yaw"": 0.0, ""pm25"": 92.56352990921407, ""voc"": 103.62688713876295, ""co2"": 587.5968687829234, ""temperature"": 23.63683760224963, ""humidity"": 46.59005715078237, ""fan_level"": 1, ""battery_soc"": 76.94999999999996, ""task_id"": ""task_001"", ""decision_id"": ""demo_decision_001"", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",A,0.0,0.0,0.0,92.56352990921407,103.62688713876295,587.5968687829234,23.63683760224963,46.59005715078237,1,76.94999999999996,task_001,demo_decision_001,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
270,2026-08-01T09:17:30,B,"{""timestamp"": ""2026-08-01T09:17:30"", ""region_id"": ""B"", ""pose_x"": 4.0, ""pose_y"": 0.0, ""pose_yaw"": 0.0, ""pm25"": 15.053550337802964, ""voc"": 217.13932592043193, ""co2"": 623.6445321829096, ""temperature"": 23.05330086282414, ""humidity"": 59.0929018669212, ""fan_level"": 0, ""battery_soc"": 76.94999999999996, ""task_id"": ""task_001"", ""decision_id"": ""demo_decision_001"", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",B,4.0,0.0,0.0,15.053550337802964,217.13932592043193,623.6445321829096,23.05330086282414,59.0929018669212,0,76.94999999999996,task_001,demo_decision_001,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
271,2026-08-01T09:17:30,C,"{""timestamp"": ""2026-08-01T09:17:30"", ""region_id"": ""C"", ""pose_x"": 0.0, ""pose_y"": 4.0, ""pose_yaw"": 0.0, ""pm25"": 13.866432480254982, ""voc"": 106.68872560880543, ""co2"": 591.1306089226732, ""temperature"": 24.28463827232715, ""humidity"": 48.83302838641128, ""fan_level"": 0, ""battery_soc"": 76.94999999999996, ""task_id"": ""task_001"", ""decision_id"": ""demo_decision_001"", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",C,0.0,4.0,0.0,13.866432480254982,106.68872560880543,591.1306089226732,24.28463827232715,48.83302838641128,0,76.94999999999996,task_001,demo_decision_001,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
272,2026-08-01T09:17:30,D,"{""timestamp"": ""2026-08-01T09:17:30"", ""region_id"": ""D"", ""pose_x"": 4.0, ""pose_y"": 4.0, ""pose_yaw"": 0.0, ""pm25"": 18.93424593635672, ""voc"": 127.84678363784433, ""co2"": 1078.7481124773926, ""temperature"": 24.27939239832041, ""humidity"": 53.656798036085554, ""fan_level"": 0, ""battery_soc"": 76.94999999999996, ""task_id"": ""task_001"", ""decision_id"": ""demo_decision_001"", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",D,4.0,4.0,0.0,18.93424593635672,127.84678363784433,1078.7481124773926,24.27939239832041,53.656798036085554,0,76.94999999999996,task_001,demo_decision_001,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
273,2026-08-01T09:18:00,A,"{""timestamp"": ""2026-08-01T09:18:00"", ""region_id"": ""A"", ""pose_x"": 0.0, ""pose_y"": 0.0, ""pose_yaw"": 0.0, ""pm25"": 96.070979581937, ""voc"": 99.87329111618344, ""co2"": 599.4633047661595, ""temperature"": 23.280892077091035, ""humidity"": 46.46325439591317, ""fan_level"": 1, ""battery_soc"": 76.91999999999996, ""task_id"": ""task_001"", ""decision_id"": ""demo_decision_001"", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",A,0.0,0.0,0.0,96.070979581937,99.87329111618344,599.4633047661595,23.280892077091035,46.46325439591317,1,76.91999999999996,task_001,demo_decision_001,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
274,2026-08-01T09:18:00,B,"{""timestamp"": ""2026-08-01T09:18:00"", ""region_id"": ""B"", ""pose_x"": 4.0, ""pose_y"": 0.0, ""pose_yaw"": 0.0, ""pm25"": 14.224031969045965, ""voc"": 242.06981107109218, ""co2"": 673.3033933484481, ""temperature"": 23.21679566413364, ""humidity"": 59.24452862061933, ""fan_level"": 0, ""battery_soc"": 76.91999999999996, ""task_id"": ""task_001"", ""decision_id"": ""demo_decision_001"", ""robot_state"": ""SIMULATION"", ""valid_flag"": true, ""quality_code"": ""GOOD"", ""source_type"": ""SIMULATION"", ""episode_id"": ""unified_gui_demo"", ""scenario_id"": ""scenario_3_multi_region""}",B,4.0,0.0,0.0,14.224031969045965,242.06981107109218,673.3033933484481,23.21679566413364,59.24452862061933,0,76.91999999999996,task_001,demo_decision_001,SIMULATION,1,GOOD,SIMULATION,unified_gui_demo,scenario_3_multi_region
