timestamp,region_id,pose_x,pose_y,pose_yaw,pm25,voc,co2,temperature,humidity,fan_level,battery_soc,task_id,decision_id,robot_state,valid_flag,quality_code,source_type,episode_id,scenario_id,step_index
2026-08-01T09:00:00,A,0.0,0.0,0.0,16.76488873573496,104.96765319080478,523.9585158976809,22.928264504663392,56.4321381228423,0,94.0,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,0
2026-08-01T09:00:00,B,4.0,0.0,0.0,6.785422529120762,79.31273255007385,519.9870009030626,23.759921325998683,45.225841047236784,0,94.0,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,0
2026-08-01T09:00:00,C,0.0,4.0,0.0,11.84125738486359,84.12395501417933,621.0912952941492,23.863244068638664,56.13319902652157,0,94.0,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,0
2026-08-01T09:00:00,D,4.0,4.0,0.0,11.244289838275366,90.66798687094564,622.9039006753242,23.658622808857412,56.79655359567477,0,94.0,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,0
2026-08-01T09:00:30,A,0.0,0.0,0.0,16.36931971252305,97.47975257472052,511.239761325546,22.994324945337567,56.10778522687551,0,93.92,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,1
2026-08-01T09:00:30,B,4.0,0.0,0.0,7.3747315486775395,82.97872800839663,526.3136311492948,23.515437998399303,45.15475477831608,0,93.92,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,1
2026-08-01T09:00:30,C,0.0,4.0,0.0,13.890677957792457,85.46659700269453,624.7568085931819,23.988721599648418,55.87934296606778,0,93.92,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,1
2026-08-01T09:00:30,D,4.0,4.0,0.0,7.520131337944061,100.18313829564323,633.0214807987793,23.63988495967866,57.128355710504145,0,93.92,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,1
2026-08-01T09:01:00,A,0.0,0.0,0.0,14.151381746219196,93.91144800955983,506.52552112524785,22.755016919683317,56.44503016513289,0,93.84,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,2
2026-08-01T09:01:00,B,4.0,0.0,0.0,10.31177291393384,86.80224670056266,512.4215180367722,23.81139879200089,45.312741583215285,0,93.84,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,2
2026-08-01T09:01:00,C,0.0,4.0,0.0,10.541975868746446,92.59270959208799,616.4047656975663,23.52884453250555,55.1147719088251,0,93.84,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,2
2026-08-01T09:01:00,D,4.0,4.0,0.0,7.979634777341406,90.17368756215429,641.6207545097823,23.767196072453633,57.09490791362414,0,93.84,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,2
2026-08-01T09:01:30,A,0.0,0.0,0.0,16.87981436800885,110.28243028247739,533.3097637970683,22.711400415453557,55.73189311491374,0,93.76,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,3
2026-08-01T09:01:30,B,4.0,0.0,0.0,8.83886744929343,72.16301633068318,494.2802368256669,23.58057838226062,46.10535498187658,0,93.76,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,3
2026-08-01T09:01:30,C,0.0,4.0,0.0,11.288923618996197,78.67354420422836,590.0975482310861,23.8170015289747,55.91902862549819,0,93.76,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,3
2026-08-01T09:01:30,D,4.0,4.0,0.0,10.164194746504867,95.17681314991164,608.240826411597,23.488093464481665,56.329005713349744,0,93.76,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,3
2026-08-01T09:02:00,A,0.0,0.0,0.0,13.39274267732095,97.01479557357821,535.5467671827013,23.054673627935635,56.2290133110269,0,93.68,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,4
2026-08-01T09:02:00,B,4.0,0.0,0.0,7.03633320286791,73.35030200728265,512.9706700140636,23.714548836323218,45.297552810494636,0,93.68,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,4
2026-08-01T09:02:00,C,0.0,4.0,0.0,9.818610401341347,91.50262952410051,600.6241683630659,23.867228222443398,56.24153481051138,0,93.68,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,4
2026-08-01T09:02:00,D,4.0,4.0,0.0,8.341143799171927,76.13739740405924,629.3713950148792,23.987796833431265,57.03646999878857,0,93.68,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,4
2026-08-01T09:02:30,A,0.0,0.0,0.0,16.492520408246065,102.87744077084267,531.4678288154711,22.857877345775762,56.423922997362155,0,93.60000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,5
2026-08-01T09:02:30,B,4.0,0.0,0.0,6.333459406600398,84.6884652217334,515.242518122982,23.666625532552036,46.02706308134681,0,93.60000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,5
2026-08-01T09:02:30,C,0.0,4.0,0.0,11.331757346308455,92.67393011650279,600.5118321049566,23.84979300681922,55.587925484897426,0,93.60000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,5
2026-08-01T09:02:30,D,4.0,4.0,0.0,14.292094463183624,104.79366962635191,612.3756846859955,23.742109863905693,56.95379450856044,0,93.60000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,5
2026-08-01T09:03:00,A,0.0,0.0,0.0,15.705670934894876,96.92374203333021,497.4502521583142,22.8952273413286,56.979929242659104,0,93.52000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,6
2026-08-01T09:03:00,B,4.0,0.0,0.0,9.084820430605816,86.77251632283354,507.46936191488913,23.556063645560148,46.346965999581414,0,93.52000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,6
2026-08-01T09:03:00,C,0.0,4.0,0.0,10.596458811037675,84.21760087735855,592.7001272389734,23.91491093702064,55.46698105500122,0,93.52000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,6
2026-08-01T09:03:00,D,4.0,4.0,0.0,11.862673788550975,89.5456435933897,634.667720850743,23.780392125404592,56.664552918880595,0,93.52000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,6
2026-08-01T09:03:30,A,0.0,0.0,0.0,15.673741782024557,101.51111467108349,499.59547007528886,22.72805667813548,56.88093238008297,0,93.44000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,7
2026-08-01T09:03:30,B,4.0,0.0,0.0,4.485321133665599,90.73648945609493,523.9653000340143,23.573287649917493,45.74633736230265,0,93.44000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,7
2026-08-01T09:03:30,C,0.0,4.0,0.0,11.200103601616302,83.10687239167433,609.5837946273728,23.832352082886548,55.21069636933219,0,93.44000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,7
2026-08-01T09:03:30,D,4.0,4.0,0.0,13.037941787719733,98.95450719376836,603.8787082628048,23.908261424270737,56.499486021158525,0,93.44000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,7
2026-08-01T09:04:00,A,0.0,0.0,0.0,13.615651205978814,87.66698526975527,529.4369390812342,22.6706483813616,56.61413920518695,0,93.36000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,8
2026-08-01T09:04:00,B,4.0,0.0,0.0,7.763894119228545,92.38758620491862,521.1520066244511,23.62967184301489,46.06470525806285,0,93.36000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,8
2026-08-01T09:04:00,C,0.0,4.0,0.0,11.836814249027272,70.41675822895971,603.8130126691881,23.54975198423091,56.303400627328834,0,93.36000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,8
2026-08-01T09:04:00,D,4.0,4.0,0.0,10.419132850948182,85.80949781225594,615.2203166438924,23.58319555908348,56.312543421084015,0,93.36000000000001,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,8
2026-08-01T09:04:30,A,0.0,0.0,0.0,11.677078252330968,92.91334640272677,532.245459360692,22.675754649421076,56.37795910060543,0,93.28000000000002,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,9
2026-08-01T09:04:30,B,4.0,0.0,0.0,9.697559803976091,72.50402386970552,536.1098600858942,23.669214223418784,46.04168776410497,0,93.28000000000002,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,9
2026-08-01T09:04:30,C,0.0,4.0,0.0,14.070178019587946,82.06943404816995,602.1986037399452,23.96334554189582,55.205115397415454,0,93.28000000000002,,,SIMULATION,True,GOOD,SIMULATION,scenario_1_kitchen_pm_spike_ep00,scenario_1_kitchen_pm_spike,9
